,Dependent_count,Months_on_book (Length of relationship with bansk[months]),Total_Relationship_Count (How many products with customer) ,Months_Inactive_12_mon (Card not used),Contacts_Count_12_mon (Number of contacts in 12 months),Credit_Limit,Total_Revolving_Bal (Balance unpaid at month end),Total_Amt_Chng_Q4_Q1(Ratio Q4/Q1),Total_Trans_Ct (Transaction Count 12 months),Total_Ct_Chng_Q4_Q1 (Change in the transaction amount Q4/Q1),Avg_Utilization_Ratio (Credit usage/Total Credit available),Gender_code,Education_Level_code,Marital_Status_code,Income_Category_code,Card_Category_code
8044,2,36,1,2,3,1666.0,0,0.713,35,0.25,0.0,0,2,2,4,0
9906,1,46,2,3,3,9129.0,0,0.733,81,0.884,0.0,0,5,2,4,0
3993,3,41,3,4,3,7860.0,0,0.598,76,0.617,0.0,0,2,0,5,0
9673,2,36,3,2,1,10858.0,0,0.787,111,0.682,0.0,0,1,1,4,3
6609,2,34,3,2,1,2429.0,1687,0.766,74,0.85,0.695,0,0,2,4,0
5319,1,38,5,2,2,5481.0,0,0.784,73,0.78,0.0,0,2,1,1,0
9967,3,30,6,3,5,33905.0,2070,0.685,99,0.768,0.061,0,2,3,5,3
7119,1,36,4,2,2,14858.0,1594,0.51,72,0.636,0.107,1,6,1,3,0
2421,2,41,6,1,3,2966.0,1433,0.49,50,0.613,0.483,1,6,0,2,0
5604,1,41,3,2,2,1438.3,1197,0.917,78,0.696,0.832,0,6,1,5,0
1750,3,36,6,1,4,3478.0,2517,0.685,49,0.75,0.724,1,4,1,2,0
9134,3,47,2,3,1,6146.0,2210,0.905,97,0.796,0.36,0,2,2,5,0
9841,3,41,4,2,3,34516.0,2253,1.032,131,0.795,0.065,1,2,1,0,0
338,3,39,3,2,1,2742.0,2321,1.315,32,0.6,0.846,0,3,1,4,0
8407,5,24,2,3,3,2178.0,1408,0.635,80,0.455,0.646,0,2,1,4,0
1341,1,19,6,3,2,25662.0,1515,0.556,36,0.636,0.059,1,2,2,3,0
9666,1,49,2,3,3,28570.0,2027,0.749,102,0.759,0.071,1,6,2,3,0
7982,2,36,1,2,2,3350.0,1335,0.781,89,0.561,0.399,0,4,1,4,0
3640,2,36,5,3,1,12815.0,1017,0.532,78,0.66,0.079,1,2,2,2,0
329,3,38,4,3,3,4317.0,2517,0.944,36,1.0,0.583,0,6,1,4,0
8944,3,43,2,1,1,7037.0,0,0.752,93,0.691,0.0,0,2,1,4,0
3004,2,36,3,2,4,10227.0,1695,0.875,82,0.783,0.166,1,3,2,3,0
6960,3,30,4,4,2,3280.0,2327,0.784,84,1.0,0.709,0,3,1,4,0
4090,3,36,3,1,1,1663.0,1112,0.588,61,0.906,0.669,0,3,2,1,0
2322,0,19,6,2,4,2827.0,1430,0.885,30,1.308,0.506,1,2,1,4,0
6667,3,23,5,3,2,5791.0,2517,0.69,64,0.641,0.435,1,2,1,1,0
7009,3,27,4,3,3,1438.3,0,0.73,45,0.552,0.0,0,3,1,4,0
4197,3,36,6,2,2,6836.0,1607,0.524,74,0.542,0.235,1,5,2,2,0
3549,1,24,4,3,3,2310.0,1306,0.525,74,0.682,0.565,0,2,2,4,0
8363,4,36,1,2,1,6426.0,0,0.592,80,0.818,0.0,1,5,2,2,0
4203,3,47,6,3,1,5225.0,2290,0.962,69,0.683,0.438,0,2,3,4,0
9430,5,36,2,3,0,3862.0,0,0.807,125,0.712,0.0,1,6,2,2,0
9055,2,18,1,2,3,34516.0,1494,0.588,85,0.635,0.043,1,3,2,2,1
6185,0,46,6,4,3,1438.3,0,0.808,82,0.822,0.0,1,1,2,4,0
1639,1,21,5,2,2,6391.0,2317,0.831,61,1.033,0.363,1,3,1,2,0
60,3,47,4,2,3,3436.0,2016,0.901,33,0.833,0.587,1,6,1,3,0
1240,3,25,3,1,2,11927.0,675,0.574,36,0.636,0.057,1,5,1,3,0
5760,4,36,5,3,0,4228.0,1886,1.076,74,0.682,0.446,0,5,1,4,0
5136,3,43,4,3,4,1438.3,0,0.939,71,0.614,0.0,0,4,1,4,0
2343,2,45,6,1,4,5660.0,2401,0.779,35,0.346,0.424,0,5,1,5,0
2120,0,17,3,2,4,2585.0,2008,1.266,73,0.622,0.777,0,4,0,4,0
1524,1,24,4,2,2,4116.0,1223,0.73,38,0.52,0.297,1,3,1,2,0
7617,4,34,5,3,3,1971.0,979,1.024,75,0.974,0.497,0,2,3,4,0
153,4,41,6,2,2,2405.0,1540,0.469,29,1.231,0.64,1,5,2,2,0
481,1,29,5,2,2,4394.0,885,1.04,32,0.684,0.201,0,2,1,1,0
6122,1,36,6,1,3,2873.0,1714,0.796,81,0.884,0.597,0,2,3,4,0
7674,2,35,6,3,2,3223.0,0,0.593,79,0.717,0.0,0,4,2,4,0
7101,2,25,4,2,1,1438.3,0,0.741,75,0.744,0.0,0,2,1,4,0
1762,2,44,6,3,2,3456.0,2219,0.636,24,0.5,0.642,0,3,1,5,0
8942,4,28,2,1,2,11642.0,1501,0.935,92,0.586,0.129,0,4,2,1,0
7715,4,41,4,3,2,3745.0,2517,0.672,78,0.857,0.672,0,0,0,4,0
9200,1,47,6,1,5,3735.0,1175,1.036,66,0.65,0.315,1,5,1,1,0
7479,2,42,6,2,1,8220.0,1015,1.063,77,0.878,0.123,1,2,1,0,0
6212,1,40,4,1,2,2876.0,1267,0.617,74,0.51,0.441,0,4,1,5,0
4853,3,34,3,3,4,2786.0,1635,0.921,82,1.0,0.587,0,6,2,4,0
2711,3,28,6,3,0,5841.0,2463,1.047,81,0.761,0.422,1,0,2,2,0
6766,2,34,4,5,2,1438.3,859,0.808,72,0.674,0.597,0,2,1,4,0
4150,3,40,6,3,2,1625.0,0,0.689,43,0.433,0.0,0,2,2,1,0
1333,3,36,4,3,3,2335.0,1845,0.537,33,0.269,0.79,0,0,0,4,0
8378,1,36,4,3,2,2372.0,0,0.597,41,0.464,0.0,0,3,2,4,0
9509,3,48,2,1,2,3603.0,1465,0.63,101,0.656,0.407,0,6,1,4,0
9830,4,42,4,1,3,16349.0,1925,0.833,114,0.81,0.118,0,2,1,5,0
9241,4,23,1,3,2,7664.0,1785,0.947,126,0.8,0.233,1,6,2,4,0
3850,3,30,6,3,3,4539.0,2053,0.705,67,0.861,0.452,0,0,2,4,0
8340,4,36,2,3,1,4436.0,2222,0.731,85,0.771,0.501,1,0,1,1,0
4124,1,43,6,1,2,7985.0,0,1.032,72,0.674,0.0,0,2,1,5,0
9082,4,41,2,3,3,13743.0,0,0.947,106,0.767,0.0,0,0,2,1,0
4788,3,34,5,1,2,2694.0,0,0.872,38,0.31,0.0,0,5,1,4,0
2866,3,43,3,4,5,13933.0,1019,0.875,62,0.771,0.073,1,6,1,3,0
1386,3,30,4,5,4,4147.0,1719,0.875,44,0.571,0.415,1,3,2,3,0
5941,3,36,4,2,4,3523.0,0,0.973,44,0.222,0.0,0,2,1,4,0
3067,3,38,6,1,3,3541.0,1444,0.664,69,0.683,0.408,0,5,1,4,0
9177,2,27,2,1,2,3140.0,2517,0.801,122,0.821,0.802,0,3,1,1,0
3629,3,27,3,2,1,6813.0,2332,0.58,51,0.378,0.342,1,3,1,2,0
9577,1,19,2,3,1,12024.0,0,0.823,105,0.78,0.0,1,3,1,1,0
9068,0,38,2,2,2,34516.0,0,0.695,54,0.421,0.0,0,2,2,5,2
3028,3,33,6,2,2,34516.0,2135,0.488,63,0.703,0.062,1,6,2,3,0
2969,2,25,5,3,2,1438.3,0,0.579,68,0.619,0.0,1,0,2,2,0
8646,4,40,2,3,3,30210.0,1946,0.904,88,0.544,0.064,1,3,2,0,0
6136,3,36,4,3,2,2525.0,1203,0.725,78,0.857,0.476,0,4,1,4,0
8801,1,29,2,1,3,34516.0,942,0.75,86,0.593,0.027,1,2,1,3,1
4263,3,36,6,1,2,1438.3,845,0.642,67,0.763,0.587,1,4,3,0,0
645,2,49,3,1,3,6175.0,1166,0.803,25,0.25,0.189,0,5,1,1,0
9776,2,44,4,3,2,34516.0,751,0.357,40,0.429,0.022,1,2,0,3,3
2074,1,19,4,1,3,4255.0,1748,0.516,57,0.541,0.411,0,3,2,4,0
341,2,44,6,3,0,7819.0,1560,0.827,25,0.786,0.2,1,5,1,2,0
8041,4,36,2,3,3,2881.0,2450,0.629,49,0.531,0.85,0,2,2,4,0
1622,2,36,4,2,2,5723.0,1873,0.851,63,0.853,0.327,0,3,2,4,0
7141,2,30,6,3,1,11670.0,915,0.892,89,0.854,0.078,1,3,1,3,0
5796,1,36,5,2,1,3258.0,2517,0.985,77,0.75,0.773,0,6,3,4,0
7184,2,32,6,1,3,1438.3,0,0.707,89,0.816,0.0,0,2,1,4,0
8232,2,36,1,1,3,7879.0,1007,0.726,83,0.976,0.128,1,0,1,2,0
5475,1,50,5,1,2,8604.0,1075,0.464,65,0.806,0.125,0,3,3,4,0
9372,2,20,1,2,3,12338.0,1277,0.828,109,0.758,0.104,0,0,2,4,3
74,1,35,3,3,3,24312.0,1932,1.312,24,1.182,0.079,1,0,2,2,0
10020,4,34,4,3,4,15944.0,0,0.919,67,0.763,0.0,0,3,3,5,0
8633,1,54,3,3,1,7169.0,629,0.807,80,0.509,0.088,1,2,2,4,0
9349,4,36,1,2,3,7231.0,1047,0.947,115,0.797,0.145,1,2,1,4,0
2051,2,22,3,3,4,3143.0,1075,0.643,57,0.629,0.342,1,0,0,1,0
2541,3,37,5,1,2,34516.0,2429,0.742,57,0.727,0.07,1,2,1,2,1
1301,4,30,3,1,2,5417.0,1904,0.496,56,0.556,0.351,0,2,1,5,0
5877,2,23,4,3,3,7607.0,2170,0.377,77,0.674,0.285,1,5,1,0,0
7368,0,46,3,2,2,2165.0,1392,0.734,72,0.946,0.643,0,2,2,4,0
1304,4,36,3,1,3,8881.0,2145,0.705,49,0.815,0.242,0,3,2,4,0
8428,2,36,2,3,1,3123.0,1639,0.788,76,1.111,0.525,0,6,1,4,0
9213,1,36,2,3,1,33711.0,1437,0.942,134,0.654,0.043,1,5,2,2,3
2599,3,36,5,3,3,4838.0,1338,0.707,67,0.595,0.277,0,2,2,4,0
2573,3,39,3,3,2,18352.0,1509,0.898,29,1.071,0.082,1,0,1,3,0
3186,4,38,6,3,3,2845.0,1153,0.836,66,0.941,0.405,1,2,1,1,0
2768,0,36,6,3,4,4152.0,0,0.804,42,0.312,0.0,0,3,2,1,0
4831,4,36,6,1,3,2761.0,0,0.619,65,0.585,0.0,1,5,3,2,0
4223,3,36,4,2,4,4210.0,1597,0.733,72,0.674,0.379,0,0,2,5,0
9772,1,13,1,3,1,3789.0,1782,0.85,116,0.785,0.47,1,6,3,4,0
2106,2,36,6,3,2,5471.0,2056,0.465,46,0.704,0.376,1,4,1,2,0
2679,2,29,3,3,5,5346.0,1539,0.777,51,0.889,0.288,1,6,2,3,0
1387,0,55,6,1,4,2644.0,2207,0.866,30,0.765,0.835,0,4,1,1,0
9050,3,35,2,1,1,11814.0,1440,0.798,100,0.695,0.122,1,6,2,3,0
9782,3,36,2,3,1,34516.0,761,0.838,68,0.744,0.022,1,2,1,3,3
7083,2,41,6,3,1,2018.0,1366,0.964,69,0.5,0.677,0,0,2,4,0
1279,2,29,6,3,2,3158.0,0,1.209,63,0.969,0.0,1,0,1,0,0
804,3,34,4,3,0,11501.0,713,0.84,41,0.519,0.062,1,5,0,2,0
1555,3,36,4,3,3,8121.0,1595,0.743,45,0.5,0.196,0,2,0,4,0
9608,4,35,1,2,2,17350.0,1817,0.816,118,0.873,0.105,1,0,2,2,0
4566,3,41,4,3,1,18927.0,887,1.065,54,1.0,0.047,1,0,1,3,0
9792,2,46,2,3,2,23731.0,1890,0.677,93,0.576,0.08,0,6,2,5,0
4841,1,32,4,1,3,2055.0,1276,0.869,70,0.707,0.621,0,3,1,4,0
3594,4,36,3,3,3,18873.0,0,0.636,38,0.52,0.0,1,5,3,5,0
6035,1,30,5,3,3,9535.0,660,0.944,81,0.723,0.069,0,2,0,5,0
6852,1,52,6,3,3,1438.3,0,0.854,78,0.5,0.0,1,2,3,4,0
8705,2,40,1,2,3,23453.0,0,0.727,96,0.574,0.0,1,5,0,3,0
4177,1,37,2,2,3,1461.0,0,0.563,40,0.379,0.0,0,0,1,5,0
1308,1,53,3,3,3,6035.0,1392,0.361,32,0.6,0.231,1,2,2,1,0
3452,3,27,4,2,3,15186.0,0,0.483,33,0.435,0.0,1,2,1,2,0
3695,4,33,6,3,3,4388.0,1519,0.787,74,0.574,0.346,1,5,2,3,0
4242,2,45,5,4,2,34516.0,1938,0.807,46,0.438,0.056,1,2,1,3,3
2198,1,41,4,1,2,2432.0,1554,1.158,60,0.818,0.639,1,2,3,2,0
8966,1,45,2,1,3,34516.0,925,0.771,84,0.68,0.027,1,2,1,3,3
4425,3,32,6,3,4,9294.0,2000,0.637,82,0.673,0.215,0,6,2,5,0
6150,0,36,5,1,0,13439.0,2003,0.936,86,0.72,0.149,0,2,0,5,0
943,2,45,6,2,2,2658.0,1514,1.193,26,1.0,0.57,0,3,1,1,0
822,2,42,4,3,3,4076.0,0,0.808,37,0.682,0.0,0,2,1,1,0
5005,3,27,3,2,4,2313.0,1775,0.773,68,0.545,0.767,0,5,2,1,0
6612,0,36,5,1,1,1536.0,801,0.944,74,0.897,0.521,0,3,2,4,0
8356,4,41,1,1,3,1438.3,0,0.861,88,0.63,0.0,0,2,1,1,0
5619,1,30,3,3,1,2029.0,621,1.001,37,0.85,0.306,0,1,0,4,0
4547,3,30,3,2,3,2059.0,1118,0.788,71,1.152,0.543,0,5,2,4,0
2538,2,41,5,2,4,3007.0,1664,0.34,31,0.632,0.553,1,3,1,5,0
5207,1,47,6,1,2,3022.0,1627,0.835,82,0.783,0.538,0,5,1,4,0
9636,3,36,3,2,1,4549.0,990,0.745,123,0.732,0.218,1,2,1,1,0
9128,1,16,1,3,3,15795.0,1742,1.022,96,0.846,0.11,1,3,1,2,0
3054,3,31,6,1,2,13637.0,0,0.566,73,0.659,0.0,1,2,2,3,0
3675,3,42,6,3,2,3028.0,2258,1.058,81,0.884,0.746,0,6,2,1,0
7776,2,36,3,2,2,1438.3,0,0.757,79,0.795,0.0,0,0,2,4,0
7218,3,34,6,3,1,1585.0,1381,0.706,40,0.379,0.871,0,3,1,1,0
6722,2,34,4,2,2,2395.0,1437,0.787,82,0.822,0.6,0,3,2,4,0
3300,1,36,6,3,3,1560.0,995,0.615,58,0.657,0.638,0,3,2,4,0
3310,4,32,5,3,2,34516.0,0,0.321,37,0.276,0.0,1,2,2,0,3
7221,1,36,4,4,3,20789.0,0,0.82,67,0.718,0.0,1,3,1,2,0
8519,3,35,2,3,3,6330.0,1573,0.899,52,0.733,0.248,0,0,2,1,0
5954,3,46,4,3,2,2258.0,0,0.617,72,0.714,0.0,0,5,2,4,0
832,0,22,3,3,2,2917.0,2127,1.074,36,1.0,0.729,0,2,1,4,0
3462,3,29,5,2,3,30733.0,1153,0.987,80,0.702,0.038,1,6,0,3,0
7643,2,39,4,1,2,1701.0,775,0.847,71,0.614,0.456,0,0,1,1,0
54,2,36,1,3,3,15769.0,0,1.041,15,0.364,0.0,1,2,1,0,0
3451,2,36,3,3,3,5483.0,535,0.681,49,0.633,0.098,0,3,2,4,0
6305,3,29,4,2,3,1511.0,864,0.712,64,0.829,0.572,0,6,0,4,0
1481,2,32,4,2,4,5634.0,2057,1.399,63,0.969,0.365,0,2,1,4,0
4873,2,36,4,3,3,2154.0,1490,0.727,63,0.853,0.692,0,0,1,4,0
8038,2,45,2,2,3,2602.0,1441,0.704,85,0.735,0.554,0,2,2,4,0
3335,5,36,5,3,1,1478.0,792,0.873,67,0.489,0.536,0,3,1,4,0
6016,2,37,4,3,3,2749.0,1380,0.937,90,0.765,0.502,1,0,2,2,0
4926,4,28,1,2,4,4428.0,0,0.865,36,0.286,0.0,1,6,2,3,0
5797,3,29,4,3,3,34516.0,2040,0.764,53,1.038,0.059,1,3,2,2,3
9956,5,43,4,3,2,20974.0,2249,0.567,121,0.571,0.107,0,6,0,5,0
5083,0,52,6,1,2,9065.0,641,0.788,83,0.627,0.071,1,5,2,1,0
6645,3,31,6,3,3,2626.0,1736,0.786,93,0.788,0.661,1,4,2,3,0
5490,2,34,3,2,2,2561.0,1491,0.733,70,0.522,0.582,0,2,3,4,0
768,3,40,5,2,2,31383.0,1688,0.765,56,0.75,0.054,1,4,2,3,0
2065,4,36,5,1,1,2930.0,773,0.661,21,0.909,0.264,0,2,1,4,0
9622,4,39,3,1,2,11900.0,1796,0.651,101,0.98,0.151,1,2,1,3,0
7311,0,49,5,3,3,1634.0,1155,0.874,83,0.766,0.707,0,0,1,4,0
8477,1,48,1,3,1,2456.0,1654,0.565,84,0.75,0.673,1,0,2,0,0
4524,2,47,4,3,1,2238.0,1324,0.762,72,0.846,0.592,0,3,1,4,0
2717,4,36,3,2,1,2758.0,2168,1.046,86,0.792,0.786,0,0,2,4,0
2079,3,37,4,1,1,3291.0,1607,1.26,38,0.652,0.488,1,2,0,2,0
8914,0,39,2,1,3,2221.0,1291,0.785,98,0.815,0.581,1,3,2,3,0
951,2,32,5,2,3,14302.0,2097,0.407,35,0.591,0.147,1,2,1,0,0
8058,1,48,4,3,1,3819.0,1882,0.809,68,0.889,0.493,0,6,2,4,0
2482,1,36,3,2,4,6551.0,1440,0.629,77,0.453,0.22,0,2,2,4,0
1759,0,51,5,3,4,1570.0,1028,0.742,28,1.333,0.655,1,6,1,4,0
4422,3,31,4,2,4,7802.0,1885,0.643,75,0.744,0.242,1,3,3,4,0
6704,2,34,3,1,3,2032.0,1008,0.879,86,0.83,0.496,0,3,1,1,0
5182,5,36,5,3,4,2689.0,2384,0.365,53,0.656,0.887,0,5,2,4,0
8533,1,35,1,5,1,1961.0,0,0.631,92,0.84,0.0,0,5,2,4,0
3701,3,38,6,2,3,20348.0,1732,0.674,27,0.688,0.085,1,6,3,3,0
4243,2,28,3,2,2,1794.0,1019,0.692,63,0.658,0.568,0,5,1,4,0
688,0,36,4,2,1,19354.0,984,0.956,32,0.684,0.051,1,5,2,3,0
3432,2,54,5,1,2,9344.0,1334,0.375,60,0.818,0.143,0,5,2,4,0
4944,0,36,5,2,3,5862.0,2306,0.807,51,1.318,0.393,0,2,1,5,0
966,3,36,3,1,3,21178.0,1796,1.182,59,1.107,0.085,1,3,1,0,0
9606,4,31,2,2,2,3322.0,0,0.758,108,0.588,0.0,1,1,2,2,0
2713,0,21,5,4,3,2490.0,1259,1.079,53,0.514,0.506,1,3,1,4,0
4757,1,48,4,2,2,1438.3,801,0.595,60,0.579,0.557,0,1,1,4,0
9667,1,16,3,2,1,12495.0,2517,0.827,106,0.683,0.201,1,3,1,2,0
6320,4,37,4,1,1,1438.3,703,0.865,80,0.951,0.489,0,2,2,1,0
5975,4,34,6,2,3,2731.0,1868,0.533,66,0.65,0.684,1,2,1,2,0
3572,2,40,5,2,3,9690.0,1115,0.542,64,0.488,0.115,1,3,2,2,0
5299,4,30,3,3,1,1438.3,0,0.71,74,0.644,0.0,0,3,1,1,0
1990,0,56,3,2,2,11332.0,633,1.514,56,1.24,0.056,1,6,2,5,0
1205,0,13,4,2,4,2063.0,1390,0.877,42,0.556,0.674,0,6,2,4,0
4971,2,26,5,1,2,1438.3,0,0.66,67,0.675,0.0,0,3,1,1,0
6783,2,43,3,3,2,1438.3,910,0.66,44,0.467,0.633,0,6,1,4,0
3600,2,45,6,2,4,32719.0,1650,0.717,60,0.714,0.05,1,6,2,0,0
6490,3,42,6,1,2,3949.0,1463,1.072,57,0.839,0.37,0,5,1,4,0
8609,1,28,3,3,0,3453.0,1010,0.801,85,0.7,0.292,0,4,2,4,0
10105,1,50,1,4,3,5043.0,743,0.805,66,0.784,0.147,0,3,1,4,0
8070,1,20,5,3,3,1893.0,0,0.691,91,0.784,0.0,0,0,1,4,0
8577,3,41,2,3,3,1943.0,0,0.494,81,0.884,0.0,1,5,0,2,0
7973,0,55,4,1,3,5549.0,0,0.703,38,0.52,0.0,0,3,1,5,0
1625,1,56,5,3,2,4189.0,0,0.715,31,0.722,0.0,1,0,1,4,0
536,3,40,6,3,2,7319.0,1692,0.701,29,0.611,0.231,1,3,1,0,0
8766,2,38,2,3,2,10741.0,2517,1.087,71,0.821,0.234,0,0,1,4,3
7970,1,25,2,2,1,2024.0,0,0.801,36,0.5,0.0,0,3,1,4,0
4212,1,42,6,2,3,3515.0,2517,1.051,72,0.8,0.716,1,0,2,0,0
6456,2,36,6,2,1,1543.0,1041,0.92,84,0.647,0.675,0,6,2,4,0
3507,1,56,4,2,2,7936.0,2081,0.941,81,0.841,0.262,1,2,2,4,0
8393,2,39,2,3,3,4057.0,755,0.873,58,1.417,0.186,0,2,3,4,0
7112,3,36,6,2,3,2242.0,0,0.658,66,0.941,0.0,0,3,3,4,0
2708,0,36,5,3,4,16156.0,2517,0.804,81,0.653,0.156,1,5,2,3,0
5031,4,36,6,3,1,2192.0,1464,0.66,89,0.978,0.668,0,4,3,4,0
6514,1,55,4,3,1,16312.0,520,0.806,68,0.659,0.032,0,5,2,5,0
4662,5,38,5,3,4,24033.0,612,0.635,75,0.531,0.025,1,2,1,2,0
4021,2,45,2,3,2,30540.0,0,0.602,36,0.8,0.0,1,2,2,2,3
1854,2,45,4,3,2,13126.0,2086,0.659,37,0.762,0.159,0,2,1,5,0
9546,3,36,1,2,3,3384.0,799,0.737,100,0.754,0.236,1,2,1,2,0
2872,3,25,3,2,4,2282.0,0,0.741,68,0.659,0.0,0,3,2,4,0
3030,3,27,5,3,4,6587.0,824,1.262,70,0.842,0.125,0,2,2,4,0
1645,2,27,6,6,2,3148.0,0,0.498,31,0.722,0.0,0,3,1,4,0
3417,4,34,5,3,4,2369.0,1405,0.624,51,0.889,0.593,1,0,2,2,0
3476,0,38,4,3,3,4096.0,1468,0.627,66,0.737,0.358,0,2,1,4,0
9674,3,50,3,1,1,34516.0,2293,0.799,114,0.754,0.066,1,4,2,3,0
1792,4,47,6,3,4,7803.0,1885,0.531,25,0.316,0.242,1,3,1,1,0
3797,2,36,6,3,0,7065.0,990,0.503,65,0.711,0.14,0,2,0,4,0
3368,2,47,6,1,1,22855.0,0,0.741,83,0.804,0.0,1,5,2,3,0
7196,4,37,2,3,2,4708.0,920,0.544,50,1.273,0.195,0,2,2,1,0
9764,0,24,2,3,1,34516.0,2032,0.82,104,0.705,0.059,0,0,1,5,3
5109,3,34,5,3,2,4135.0,1606,0.734,56,0.6,0.388,0,3,1,4,0
6024,1,21,6,1,3,6376.0,1322,0.709,70,0.628,0.207,0,2,2,5,0
8795,3,31,2,2,2,4086.0,1974,0.775,87,0.642,0.483,0,0,1,4,0
9414,3,37,2,2,3,3161.0,1788,0.865,117,0.828,0.566,1,2,1,1,0
126,4,52,6,1,0,32090.0,0,0.567,30,0.364,0.0,1,2,2,0,0
5959,3,34,5,2,1,2996.0,2147,0.503,66,0.737,0.717,0,2,2,4,0
3876,4,38,5,2,0,34516.0,1639,0.688,74,0.805,0.047,1,4,2,0,0
4451,1,36,4,2,5,1457.0,0,0.493,39,0.393,0.0,0,3,2,4,0
7147,2,36,6,3,1,2451.0,1733,0.724,90,0.698,0.707,0,6,1,4,0
3531,3,39,5,1,3,2990.0,0,0.598,76,0.767,0.0,0,6,2,4,0
827,4,36,4,3,2,17023.0,1084,0.928,43,0.387,0.064,0,2,2,5,0
7790,3,49,2,3,3,11114.0,2482,1.08,81,0.688,0.223,1,2,1,3,0
984,0,36,4,3,3,9172.0,1567,1.451,42,0.75,0.171,1,3,1,2,0
7783,3,36,2,2,2,1707.0,0,0.319,52,0.529,0.0,0,0,1,4,0
2443,2,36,5,1,3,11023.0,0,0.539,41,0.367,0.0,1,2,1,0,0
8554,4,36,6,3,3,1905.0,0,0.845,46,0.586,0.0,0,2,1,4,0
345,1,39,3,2,3,34516.0,0,0.507,31,0.938,0.0,1,2,1,0,0
814,3,36,3,1,3,3555.0,0,0.813,71,0.651,0.0,0,2,2,4,0
6166,2,36,3,1,3,3046.0,1231,0.692,77,0.878,0.404,1,2,2,3,0
5779,3,27,3,3,2,1902.0,962,0.534,69,0.725,0.506,0,2,1,4,0
2116,4,36,4,1,5,3652.0,1351,0.836,39,0.625,0.37,0,5,1,4,0
793,4,30,5,3,3,25188.0,1295,0.557,38,0.583,0.051,1,2,0,0,0
6898,2,25,5,1,2,9874.0,1059,0.664,70,0.707,0.107,0,2,2,4,0
2674,2,26,6,1,4,2239.0,1338,0.567,60,0.579,0.598,1,3,0,2,0
94,3,28,5,1,2,2535.0,2440,1.705,20,1.222,0.963,0,6,1,5,0
4225,4,39,4,2,4,24931.0,1353,0.612,79,0.646,0.054,1,2,1,0,0
3756,1,27,5,3,3,1840.0,1565,0.95,72,0.5,0.851,0,1,1,4,0
2891,4,26,4,1,2,4726.0,1551,0.544,70,0.628,0.328,0,5,1,4,0
2371,4,38,4,3,3,4894.0,1505,0.78,67,0.558,0.308,0,0,2,4,0
9508,2,41,2,2,3,15101.0,1396,0.692,96,0.655,0.092,0,4,2,5,0
3228,0,29,5,3,2,5530.0,2034,0.647,68,0.744,0.368,1,3,0,1,0
7863,1,34,1,3,1,2762.0,1793,0.901,78,0.66,0.649,0,6,3,4,0
6359,4,32,3,1,2,2900.0,1987,0.667,70,0.75,0.685,0,4,2,4,0
9316,1,36,1,3,3,5590.0,875,0.86,127,0.764,0.157,1,6,1,1,0
7326,2,43,3,4,1,7106.0,736,0.687,75,0.562,0.104,1,0,1,1,0
6028,3,27,4,3,3,2478.0,1748,0.643,80,0.667,0.705,0,2,2,5,0
1865,0,35,5,1,4,3864.0,1901,0.289,32,0.391,0.492,1,3,1,3,0
4612,0,56,4,2,3,2294.0,1582,0.775,79,0.881,0.69,0,2,2,4,0
2645,0,13,6,1,2,5713.0,789,0.678,61,0.525,0.138,1,0,3,4,0
2243,0,49,6,1,2,1438.3,0,0.757,32,1.0,0.0,0,0,1,1,0
5373,5,43,4,1,3,2866.0,921,0.654,72,0.6,0.321,0,5,1,1,0
2336,1,49,3,1,3,3141.0,1819,0.497,35,0.522,0.579,0,6,1,1,0
950,1,22,4,3,3,9204.0,845,0.673,58,0.611,0.092,1,5,2,2,0
1120,2,18,3,1,3,7758.0,1408,0.365,23,0.643,0.181,1,2,1,1,0
2204,1,32,5,1,2,6629.0,1389,0.828,69,0.643,0.21,1,2,2,1,0
419,3,49,3,1,3,1438.3,0,0.503,22,0.833,0.0,1,6,2,2,0
922,1,36,3,3,3,4829.0,2418,0.601,21,0.4,0.501,1,2,1,3,0
8669,1,32,3,4,2,10682.0,1334,0.702,92,0.614,0.125,1,0,1,1,0
5408,3,36,4,2,4,7464.0,2517,0.9,62,0.879,0.337,1,4,1,0,0
5788,0,54,4,3,3,18064.0,1695,0.838,71,0.479,0.094,1,6,2,1,3
5742,1,46,6,2,2,5686.0,0,1.027,67,0.675,0.0,0,0,1,5,0
7667,2,33,3,3,3,4836.0,493,0.417,45,0.406,0.102,1,3,2,2,0
5567,5,26,4,3,4,2264.0,928,0.662,83,0.844,0.41,0,5,2,1,0
8135,2,44,2,1,2,8204.0,1375,0.915,76,0.949,0.168,0,2,1,5,0
1202,3,36,3,3,2,3664.0,0,0.839,31,0.409,0.0,0,5,1,5,0
5765,3,32,3,2,2,1942.0,0,0.366,31,0.107,0.0,0,5,0,4,0
8389,2,39,1,3,4,2233.0,1790,0.798,50,0.562,0.802,0,3,1,5,0
1970,1,14,4,2,2,3568.0,2175,1.368,35,0.667,0.61,1,3,1,4,0
4018,4,43,3,1,0,21163.0,2517,0.569,35,0.458,0.119,0,2,1,1,3
3687,2,42,3,3,4,1645.0,0,0.771,60,0.463,0.0,1,5,2,3,0
1997,1,47,6,4,3,2797.0,1627,0.413,36,0.714,0.582,0,3,2,4,0
4033,0,52,3,3,4,3675.0,0,0.664,53,0.472,0.0,1,1,2,4,0
